Num-processes,Time
1,269.543610
1,270.118697
1,270.377499
1,270.138459
1,273.700509
1,271.840691
1,270.524199
1,269.142294
1,269.228558
1,269.363961
1,271.940801
1,269.303027
1,271.618672
1,269.378146
1,270.154875
1,269.633498
1,272.476442
1,269.489919
1,269.653353
1,269.973330
1,273.010964
1,269.247925
1,275.097364
1,271.842438
1,275.450359
1,272.305252
1,270.492847
1,275.749891
1,270.781893
1,274.514357
1,270.982713
1,273.586787
1,268.836260
1,272.201064
1,270.948321
1,270.922886
1,269.566352
1,268.966238
1,271.884280
1,269.105871
1,270.106240
1,268.813163
1,272.969032
1,269.011521
1,269.154309
1,269.388908
1,268.790488
1,268.123053
1,268.149823
1,268.165110
1,268.179607
1,268.046364
1,268.259903
1,270.442019
1,268.109639
1,268.133417
1,268.105311
1,268.243065
1,267.950138
1,270.305480
2,135.510083
2,134.539684
2,134.708587
2,135.445310
2,134.621074
2,134.836305
2,135.636263
2,134.639270
2,135.964296
2,135.604309
2,134.717473
2,134.897946
2,135.605274
2,135.604258
2,135.730270
2,134.558017
2,134.705076
2,135.431918
2,134.715873
2,135.681830
2,135.566645
2,135.519606
2,134.584501
2,134.779269
2,135.554184
2,135.435727
2,135.799246
2,134.851630
2,134.736843
2,134.696149
2,134.802840
2,134.773565
2,134.806755
2,135.574832
2,134.812844
2,134.537586
2,135.710516
2,134.754366
2,135.398580
2,134.849649
2,135.472942
2,134.605316
2,134.592102
2,134.654098
2,135.506467
2,135.873173
2,135.403266
2,134.933897
2,134.589500
2,135.095865
2,134.765385
2,134.776517
2,135.927727
2,134.858361
2,135.450008
2,134.775723
2,135.645909
2,134.556420
2,135.070217
2,135.808941
4,68.583268
4,68.103071
4,68.297904
4,67.726041
4,68.531698
4,68.356616
4,68.446012
4,68.421353
4,68.303892
4,68.558106
4,68.392414
4,68.129633
4,68.046171
4,68.551521
4,68.470805
4,68.505541
4,67.765643
4,67.809580
4,68.282920
4,67.959956
4,68.348510
4,68.443403
4,68.156839
4,68.447976
4,67.974219
4,68.065942
4,68.316211
4,68.427567
4,67.900813
4,68.010238
4,68.517159
4,67.901825
4,68.116235
4,68.265674
4,68.004263
4,68.125846
4,67.871605
4,68.127889
4,67.908947
4,68.368533
4,68.324199
4,67.755726
4,68.550523
4,68.449581
4,68.544080
4,68.626780
4,68.405361
4,68.409034
4,68.078319
4,67.959924
4,67.786820
4,68.282717
4,68.115720
4,68.429599
4,68.108473
4,68.507015
4,68.204646
4,68.052250
4,68.488155
4,67.976176
8,34.747305
8,34.469414
8,34.721603
8,34.373430
8,34.712143
8,34.446246
8,34.493519
8,34.225765
8,34.595985
8,34.426741
8,34.845435
8,34.304373
8,35.007658
8,34.357740
8,34.649989
8,34.448097
8,34.755467
8,34.486463
8,34.809550
8,34.529596
8,34.503121
8,34.330354
8,34.394392
8,34.555339
8,34.378496
8,34.390570
8,34.526948
8,34.432904
8,34.551502
8,34.738036
8,34.376282
8,34.684594
8,34.417920
8,34.587953
8,34.555177
