1 0 344638 


2 .2 166053 
2 1.2 189984 


4 .4 28503.1 
4 1.4 155165 
4 2.4 28639.3 
4 3.4 162210 


8 .6 9.925 
8 1.6 6292.44 
8 2.6 28374.1 
8 3.6 155551 
8 4.6 33520.5 
8 5.6 158082 
8 6.6 10.277 
8 7.6 5954.86 


16 .8 4.106 
16 1.8 7.268 
16 2.8 6320.1 
16 3.8 9.341 
16 4.8 103.831 
16 5.8 31920.9 
16 6.8 95977 
16 7.8 44789.3 
16 8.8 225.653 
16 9.8 33821 
16 10.8 107636 
16 11.8 52511.8 
16 12.8 3.427 
16 13.8 5.596 
16 14.8 6770.7 
16 15.8 8.295 


